27,38,14,13,2,0,0
27,9,2,3,0,0,0
23,0,0,0,0,0,0
38,366,147,111,18,0,0
23,0,0,0,0,0,0
20,2,1,1,0,0,0
20,0,0,0,0,0,0
29,32,10,13,5,32,11
26,36,12,13,5,44,11
29,39,14,13,1,17,6
26,14,8,3,0,3,1
22,16,6,7,1,7,2
29,167,50,64,10,210,58
21,0,0,0,0,0,0
23,16,0,13,0,4,0
18,0,0,0,0,0,0
24,54,17,25,6,60,31
34,28,7,13,3,17,7
32,30,10,10,2,47,20
24,88,31,38,9,81,24
30,96,26,43,0,0,0
24,22,6,10,0,0,0
32,107,44,38,0,0,0
22,0,0,0,0,0,0
28,43,14,20,1,0,0
26,93,25,40,4,0,0
31,231,83,95,7,0,0
20,1,0,0,0,0,0
24,66,22,29,2,0,0
21,34,11,15,2,0,0
23,24,13,6,0,0,0
21,0,0,0,0,0,0
22,20,7,11,2,22,8
29,183,66,67,4,113,23
25,233,80,89,22,249,102
28,60,19,26,8,79,32
27,70,12,35,3,73,20
26,208,53,99,25,382,129
20,11,5,3,0,6,0
21,2,1,1,0,2,1
33,322,110,143,55,403,161
28,113,32,47,45,268,108
24,32,13,14,4,41,13
20,28,10,12,4,20,8
33,262,153,56,0,0,0
28,43,13,20,0,0,0
33,340,169,97,0,0,0
21,0,0,0,0,0,0
21,0,0,0,0,0,0
31,176,98,42,8,0,0
24,84,46,21,1,0,0
22,16,8,5,1,0,0
27,58,32,13,3,0,0
27,201,96,59,6,0,0
21,6,1,3,0,0,0
28,77,32,22,8,0,0
18,0,0,0,0,0,0
22,0,0,0,0,0,0
23,0,0,0,0,0,0
24,96,58,23,2,32,6
28,155,81,36,16,203,69
26,176,102,36,10,114,27
31,235,110,83,14,216,69
20,41,10,25,2,29,11
24,157,90,34,50,319,128
23,23,6,10,2,9,4
21,7,3,1,0,1,0
25,111,34,49,4,143,40
19,0,0,0,0,0,0
24,29,11,8,0,19,3
28,75,38,26,14,108,37
19,0,0,0,0,0,0
28,162,95,36,57,354,151
27,212,120,48,144,783,354
22,16,8,4,3,9,4
31,146,62,41,42,435,161
27,2,0,2,0,0,0
31,4,1,2,0,0,0
27,0,0,0,0,0,0
24,5,0,5,0,0,0
30,172,88,40,2,0,0
29,23,6,11,0,0,0
26,2,0,2,0,0,0
27,0,0,0,0,0,0
29,38,6,19,2,0,0
21,2,0,2,0,0,0
23,0,0,0,0,0,0
33,20,7,12,0,0,0
36,261,152,50,22,0,0
30,180,52,87,7,129,32
29,110,28,55,10,150,39
32,15,4,7,0,24,7
20,2,1,1,0,0,0
28,2,0,2,0,0,0
22,20,5,9,1,6,1
22,2,0,2,0,1,0
22,19,7,10,1,13,5
20,0,0,0,0,0,0
31,76,16,39,12,73,28
26,19,4,13,1,17,8
24,2,0,2,1,4,2
31,106,25,55,34,255,106
25,22,3,10,1,14,5
19,0,0,0,0,0,0
35,246,91,104,0,0,0
34,5,2,3,0,0,0
33,31,10,14,0,0,0
21,0,0,0,0,0,0
30,190,61,75,8,0,0
29,40,15,19,2,0,0
19,0,0,0,0,0,0
32,137,47,53,4,0,0
23,67,23,29,4,0,0
27,44,13,22,1,0,0
26,81,26,33,0,0,0
20,4,1,1,0,1,0
19,0,0,0,0,0,0
18,0,0,0,0,0,0
27,63,20,32,10,81,33
27,122,39,49,20,195,61
33,160,43,78,26,250,88
33,383,130,158,46,332,114
24,38,10,19,2,37,11
28,182,87,52,8,140,50
21,101,33,44,3,59,14
24,3,2,0,0,0,0
20,0,0,0,0,0,0
30,135,46,56,37,307,117
30,34,10,16,7,38,17
23,22,4,15,1,32,7
26,34,9,18,7,58,28
23,1,0,1,0,2,0
19,0,0,0,0,0,0
32,77,31,23,0,0,0
33,119,33,54,0,0,0
29,60,24,18,4,0,0
27,79,33,23,0,0,0
26,68,27,19,3,0,0
21,34,14,10,0,0,0
23,4,2,1,0,0,0
22,1,1,0,0,0,0
31,2,1,1,0,0,0
18,0,0,0,0,0,0
23,75,30,23,6,137,26
24,11,5,2,1,12,3
30,54,24,16,5,38,15
34,78,32,23,2,40,9
25,59,26,15,6,37,15
20,1,1,0,0,0,0
21,0,0,0,0,0,0
20,31,14,7,3,19,6
29,78,32,23,32,237,82
24,105,27,47,5,78,21
18,1,0,1,0,0,0
20,0,0,0,0,0,0
